idiom,label,count
var_20 = qword ptr -20h  | * | var_10 = qword ptr -10h ,data,4
"mov [rbp+var_134], edi  | * | and eax, 0B0h ",xcode,1
"mov eax, [rbp+var_134]  | * | cmp eax, 20h  ",xcode,1
"and eax, 0B0h  | * | jnz loc_100001179 ",xcode,1
"cmp eax, 20h   | * | mov rax, [rbp+var_E0] ",xcode,1
"jnz loc_100001179  | * | add rax, [rbp+var_108] ",xcode,1
"mov rax, [rbp+var_E0]  | * | mov [rbp+var_140], rax ",xcode,1
"add rax, [rbp+var_108]  | * | jmp loc_100001187 ",xcode,1
"mov [rbp+var_140], rax  | * | loc_100001179:  ",xcode,1
"jmp loc_100001187  | * | mov rax, [rbp+var_E0] ",xcode,1
"loc_100001179:   | * | mov [rbp+var_140], rax ",xcode,1
"mov rax, [rbp+var_E0]  | * | loc_100001187:  ",xcode,1
"mov [rbp+var_140], rax  | * | mov rax, [rbp+var_140] ",xcode,1
"loc_100001187:   | * | mov rcx, [rbp+var_E0] ",xcode,1
"mov rax, [rbp+var_140]  | * | add rcx, [rbp+var_108] ",xcode,1
"mov rcx, [rbp+var_E0]  | * | mov rdx, [rbp+var_D8] ",xcode,1
"add rcx, [rbp+var_108]  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_D8]  | * | mov rsi, [rsi-18h] ",xcode,1
"mov rsi, [rsi-18h]  | * | mov rsi, [rbp+var_D8] ",xcode,1
"add rdx, rsi  | * | mov rdi, [rsi] ",xcode,1
"mov rsi, [rbp+var_D8]  | * | mov rdi, [rdi-18h] ",xcode,1
"mov rdi, [rsi]  | * | add rsi, rdi ",xcode,1
"mov rdi, [rdi-18h]  | * | mov [rbp+var_50], rsi ",xcode,1
"add rsi, rdi  | * | mov rsi, [rbp+var_50] ",xcode,1
"mov [rbp+var_50], rsi  | * | mov r8d, [rsi+90h] ",xcode,1
"mov rsi, [rbp+var_50]  | * | mov [rbp+var_4], 0FFFFFFFFh ",xcode,1
"mov r8d, [rsi+90h]  | * | mov [rbp+var_8], r8d ",xcode,1
"mov [rbp+var_4], 0FFFFFFFFh  | * | mov r8d, [rbp+var_4] ",xcode,1
"mov [rbp+var_8], r8d  | * | cmp r8d, [rbp+var_8] ",xcode,1
"mov r8d, [rbp+var_4]  | * | mov [rbp+var_148], rax ",xcode,1
"cmp r8d, [rbp+var_8]  | * | mov [rbp+var_150], rcx ",xcode,1
"mov [rbp+var_148], rax  | * | mov [rbp+var_158], rdx ",xcode,1
"mov [rbp+var_150], rcx  | * | mov [rbp+var_160], rsi ",xcode,1
"mov [rbp+var_158], rdx  | * | jnz loc_1000012F8 ",xcode,1
"mov [rbp+var_160], rsi  | * | mov rax, [rbp+var_160] ",xcode,1
"jnz loc_1000012F8  | * | mov [rbp+var_28], rax ",xcode,1
"mov rax, [rbp+var_160]  | * | mov [rbp+var_29], 20h  ",xcode,1
"mov [rbp+var_28], rax  | * | mov rsi, [rbp+var_28] ",xcode,1
"mov [rbp+var_29], 20h   | * | lea rdi, [rbp+var_38]  ",xcode,1
"mov rsi, [rbp+var_28]  | * | call __ZNKSt3__18ios_base6getlocEv  ",xcode,1
"lea rdi, [rbp+var_38]   | * | jmp $+5 ",xcode,3
call __ZNKSt3__18ios_base6getlocEv   | * | loc_100001223:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_38] ",xcode,1
"loc_100001223:   | * | mov [rbp+var_20], rax ",xcode,1
"lea rax, [rbp+var_38]  | * | mov rsi, cs:__ZNSt3__15ctypeIcE2idE_ptr ",xcode,1
"mov [rbp+var_20], rax  | * | mov rdi, rax ",xcode,1
"mov rsi, cs:__ZNSt3__15ctypeIcE2idE_ptr  | * | call __ZNKSt3__16locale9use_facetERNS0_2idE  ",xcode,2
"mov rdi, rax  | * | mov [rbp+var_168], rax ",xcode,1
call __ZNKSt3__16locale9use_facetERNS0_2idE   | * | jmp $+5 ,xcode,2
"mov [rbp+var_168], rax  | * | loc_100001246:  ",xcode,1
"jmp $+5  | * | mov al, [rbp+var_29] ",xcode,1
"loc_100001246:   | * | mov rcx, [rbp+var_168] ",xcode,1
"mov al, [rbp+var_29]  | * | mov [rbp+var_10], rcx ",xcode,1
"mov rcx, [rbp+var_168]  | * | mov [rbp+var_11], al ",xcode,1
"mov [rbp+var_10], rcx  | * | mov rdx, [rbp+var_10] ",xcode,1
"mov [rbp+var_11], al  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_10]  | * | mov rsi, [rsi+38h] ",xcode,1
"mov rsi, [rdx]  | * | movsx edi, [rbp+var_11] ",xcode,1
"mov rsi, [rsi+38h]  | * | mov [rbp+var_16C], edi ",xcode,1
"movsx edi, [rbp+var_11]  | * | mov rdi, rdx ",xcode,1
"mov [rbp+var_16C], edi  | * | mov r8d, [rbp+var_16C] ",xcode,1
"mov rdi, rdx  | * | mov [rbp+var_178], rsi ",xcode,1
"mov r8d, [rbp+var_16C]  | * | mov esi, r8d ",xcode,1
"mov [rbp+var_178], rsi  | * | mov rdx, [rbp+var_178] ",xcode,1
"mov esi, r8d  | * | call rdx ",xcode,2
"mov rdx, [rbp+var_178]  | * | mov [rbp+var_179], al ",xcode,1
call rdx  | * | jmp loc_1000012D4 ,xcode,1
"mov [rbp+var_179], al  | * | mov ecx, edx ",xcode,1
"jmp loc_1000012D4  | * | mov [rbp+var_40], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_44], ecx ",xcode,1
"mov [rbp+var_40], rax  | * | lea rdi, [rbp+var_38]  ",xcode,1
"mov [rbp+var_44], ecx  | * | call __ZNSt3__16localeD1Ev  ",xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_1000012AB:  ,xcode,1
"jmp $+5  | * | mov rax, [rbp+var_40] ",xcode,1
"loc_1000012AB:   | * | mov ecx, [rbp+var_44] ",xcode,1
"mov rax, [rbp+var_40]  | * | mov [rbp+var_188], rax ",xcode,1
"mov ecx, [rbp+var_44]  | * | mov [rbp+var_18C], ecx ",xcode,1
"mov [rbp+var_188], rax  | * | jmp loc_1000013E6 ",xcode,1
"mov [rbp+var_18C], ecx  | * | mov ecx, edx ",xcode,1
"jmp loc_1000013E6  | * | mov rdi, rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_190], ecx ",xcode,1
"mov rdi, rax  | * | call ___clang_call_terminate ",xcode,4
"mov [rbp+var_190], ecx  | * | loc_1000012D4:  ",xcode,1
"call ___clang_call_terminate  | * | lea rdi, [rbp+var_38]  ",xcode,1
loc_1000012D4:   | * | call __ZNSt3__16localeD1Ev  ,xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_1000012E2:  ,xcode,1
"jmp $+5  | * | mov al, [rbp+var_179] ",xcode,1
"loc_1000012E2:   | * | movsx ecx, al ",xcode,1
"mov al, [rbp+var_179]  | * | mov rdx, [rbp+var_160] ",xcode,1
"movsx ecx, al  | * | mov [rdx+90h], ecx ",xcode,1
"mov rdx, [rbp+var_160]  | * | loc_1000012F8:  ",xcode,1
"mov [rdx+90h], ecx  | * | mov rax, [rbp+var_160] ",xcode,1
"loc_1000012F8:   | * | mov ecx, [rax+90h] ",xcode,1
"mov rax, [rbp+var_160]  | * | mov dl, cl ",xcode,1
"mov ecx, [rax+90h]  | * | mov [rbp+var_191], dl ",xcode,1
"mov dl, cl  | * | mov rdi, [rbp+var_110] ",xcode,1
"mov [rbp+var_191], dl  | * | mov al, [rbp+var_191] ",xcode,1
"mov rdi, [rbp+var_110]  | * | movsx r9d, al ",xcode,1
"mov al, [rbp+var_191]  | * | mov rsi, [rbp+var_130] ",xcode,1
"movsx r9d, al  | * | mov rdx, [rbp+var_148] ",xcode,1
"mov rsi, [rbp+var_130]  | * | mov rcx, [rbp+var_150] ",xcode,1
"mov rdx, [rbp+var_148]  | * | mov r8, [rbp+var_158] ",xcode,1
"mov rcx, [rbp+var_150]  | * | call __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_  ",xcode,1
"mov r8, [rbp+var_158]  | * | mov [rbp+var_1A0], rax ",xcode,1
call __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_   | * | jmp $+5 ,xcode,1
"mov [rbp+var_1A0], rax  | * | loc_10000134B:  ",xcode,1
"jmp $+5  | * | lea rax, [rbp+var_118] ",xcode,1
"loc_10000134B:   | * | mov rcx, [rbp+var_1A0] ",xcode,1
"lea rax, [rbp+var_118]  | * | mov [rbp+var_118], rcx ",xcode,1
"mov rcx, [rbp+var_1A0]  | * | mov [rbp+var_58], rax ",xcode,1
"mov [rbp+var_118], rcx  | * | mov rax, [rbp+var_58] ",xcode,1
"mov [rbp+var_58], rax  | * | cmp qword ptr [rax], 0 ",xcode,1
"mov rax, [rbp+var_58]  | * | jnz loc_100001411 ",xcode,1
"cmp qword ptr [rax], 0  | * | mov rax, [rbp+var_D8] ",xcode,1
"jnz loc_100001411  | * | mov rcx, [rax] ",xcode,1
"mov rax, [rbp+var_D8]  | * | mov rcx, [rcx-18h] ",xcode,1
"mov rcx, [rax]  | * | add rax, rcx ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_78], rax ",xcode,1
"add rax, rcx  | * | mov [rbp+var_7C], 5 ",xcode,1
"mov [rbp+var_78], rax  | * | mov rax, [rbp+var_78] ",xcode,1
"mov [rbp+var_7C], 5  | * | mov [rbp+var_68], rax ",xcode,1
"mov rax, [rbp+var_78]  | * | mov [rbp+var_6C], 5 ",xcode,1
"mov [rbp+var_68], rax  | * | mov rax, [rbp+var_68] ",xcode,1
"mov [rbp+var_6C], 5  | * | mov edx, [rax+20h] ",xcode,1
"mov rax, [rbp+var_68]  | * | or edx, 5 ",xcode,1
"mov edx, [rax+20h]  | * | mov rdi, rax  ",xcode,1
"or edx, 5  | * | mov esi, edx  ",xcode,1
"mov rdi, rax   | * | call __ZNSt3__18ios_base5clearEj  ",xcode,1
"mov esi, edx   | * | jmp $+5 ",xcode,1
call __ZNSt3__18ios_base5clearEj   | * | loc_1000013B9:  ,xcode,1
loc_1000013B9:   | * | loc_1000013BE:  ,xcode,1
jmp $+5  | * | jmp loc_100001411 ,xcode,1
"loc_1000013BE:   | * | mov ecx, edx ",xcode,1
"jmp loc_100001411  | * | mov [rbp+var_F8], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_FC], ecx ",xcode,1
"mov [rbp+var_F8], rax  | * | jmp loc_100001431 ",xcode,1
"mov [rbp+var_FC], ecx  | * | mov ecx, edx ",xcode,1
"jmp loc_100001431  | * | mov [rbp+var_188], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_18C], ecx ",xcode,1
"mov [rbp+var_188], rax  | * | loc_1000013E6:  ",xcode,1
"mov [rbp+var_18C], ecx  | * | mov eax, [rbp+var_18C] ",xcode,1
"loc_1000013E6:   | * | mov rcx, [rbp+var_188] ",xcode,1
"mov eax, [rbp+var_18C]  | * | mov [rbp+var_F8], rcx ",xcode,1
"mov rcx, [rbp+var_188]  | * | mov [rbp+var_FC], eax ",xcode,1
"mov [rbp+var_F8], rcx  | * | lea rdi, [rbp+var_F0] ",xcode,1
"mov [rbp+var_FC], eax  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev  ",xcode,1
"lea rdi, [rbp+var_F0]  | * | jmp loc_10000142C ",xcode,1
call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev   | * | loc_100001411:  ,xcode,1
jmp loc_10000142C  | * | jmp $+5 ,xcode,1
loc_100001411:   | * | loc_100001416:  ,xcode,1
"jmp $+5  | * | lea rdi, [rbp+var_F0] ",xcode,1
loc_100001416:   | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev  ,xcode,1
call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryD1Ev   | * | loc_100001427:  ,xcode,1
jmp $+5  | * | jmp loc_100001464 ,xcode,1
loc_100001427:   | * | loc_10000142C:  ,xcode,1
jmp loc_100001464  | * | jmp $+5 ,xcode,1
loc_10000142C:   | * | loc_100001431:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_F8]  ",xcode,1
loc_100001431:   | * | call ___cxa_begin_catch ,xcode,1
"mov rdi, [rbp+var_F8]   | * | mov rdi, [rbp+var_D8] ",xcode,1
"call ___cxa_begin_catch  | * | mov rcx, [rdi] ",xcode,1
"mov rdi, [rbp+var_D8]  | * | mov rcx, [rcx-18h] ",xcode,1
"mov rcx, [rdi]  | * | add rdi, rcx  ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_1A8], rax ",xcode,1
"add rdi, rcx   | * | call __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv  ",xcode,1
"mov [rbp+var_1A8], rax  | * | jmp $+5 ",xcode,1
call __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv   | * | loc_10000145F:  ,xcode,1
jmp $+5  | * | call ___cxa_end_catch ,xcode,1
loc_10000145F:   | * | loc_100001464:  ,xcode,1
"call ___cxa_end_catch  | * | mov rax, [rbp+var_D8] ",xcode,1
"loc_100001464:   | * | add rsp, 1B0h ",xcode,1
"mov rax, [rbp+var_D8]  | * | pop rbp ",xcode,1
"add rsp, 1B0h  | * | retn ",xcode,1
pop rbp  | * | __ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc endp ,xcode,1
"retn  | * | mov ecx, edx ",xcode,1
"__ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc endp  | * | mov [rbp-0F8h], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp-0FCh], ecx ",xcode,1
"mov [rbp-0F8h], rax  | * | call ___cxa_end_catch ",xcode,1
"mov [rbp-0FCh], ecx  | * | jmp $+5 ",xcode,1
call ___cxa_end_catch  | * | loc_10000148D:  ,xcode,1
loc_10000148D:   | * | loc_100001492:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp-0F8h] ",xcode,1
loc_100001492:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp-0F8h]  | * | mov ecx, edx ",xcode,1
"call __Unwind_Resume  | * | mov rdi, rax ",xcode,2
"mov ecx, edx  | * | mov [rbp-1ACh], ecx ",xcode,1
"mov [rbp-1ACh], ecx  | * | align 10h ",xcode,1
call ___clang_call_terminate  | * | __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_ proc near ,xcode,1
var_88 = qword ptr -88h  | * | var_78 = dword ptr -78h ,data,1
var_80 = qword ptr -80h  | * | var_71 = byte ptr -71h ,data,1
var_78 = dword ptr -78h  | * | var_70 = qword ptr -70h ,data,1
var_71 = byte ptr -71h  | * | var_64 = dword ptr -64h ,data,1
var_64 = dword ptr -64h  | * | var_58 = qword ptr -58h ,data,1
var_58 = qword ptr -58h  | * | var_48 = qword ptr -48h ,data,1
var_50 = qword ptr -50h  | * | var_3C = dword ptr -3Ch ,data,1
var_48 = qword ptr -48h  | * | var_38 = qword ptr -38h ,data,2
var_3C = dword ptr -3Ch  | * | var_30 = byte ptr -30h ,data,1
var_38 = qword ptr -38h  | * | var_21 = byte ptr -21h ,data,1
var_21 = byte ptr -21h  | * | var_18 = qword ptr -18h ,data,1
var_20 = qword ptr -20h  | * | var_9 = byte ptr -9 ,data,1
"push rbp  | * | sub rsp, 90h ",xcode,1
"mov rbp, rsp  | * | mov [rbp+var_48], rdi ",xcode,1
"sub rsp, 90h  | * | mov rax, rdi ",xcode,1
"mov [rbp+var_48], rdi  | * | mov rcx, [rdi] ",xcode,1
"mov rax, rdi  | * | mov rcx, [rcx-18h] ",xcode,1
"mov rcx, [rdi]  | * | add rdi, rcx ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_20], rdi ",xcode,1
"add rdi, rcx  | * | mov [rbp+var_21], 0Ah ",xcode,1
"mov [rbp+var_20], rdi  | * | mov rsi, [rbp+var_20] ",xcode,1
"mov [rbp+var_21], 0Ah  | * | lea rcx, [rbp+var_30] ",xcode,1
"mov rsi, [rbp+var_20]  | * | mov rdi, rcx  ",xcode,1
"lea rcx, [rbp+var_30]  | * | mov [rbp+var_50], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_58], rcx ",xcode,1
"mov [rbp+var_50], rax  | * | call __ZNKSt3__18ios_base6getlocEv  ",xcode,1
"call __ZNKSt3__18ios_base6getlocEv   | * | mov [rbp+var_18], rax ",xcode,1
"mov rax, [rbp+var_58]  | * | mov rsi, cs:__ZNSt3__15ctypeIcE2idE_ptr ",xcode,1
"mov [rbp+var_18], rax  | * | mov rdi, rax ",xcode,1
"mov rdi, rax  | * | mov [rbp+var_60], rax ",xcode,1
"mov [rbp+var_60], rax  | * | loc_10000150C:  ",xcode,1
"jmp $+5  | * | mov al, [rbp+var_21] ",xcode,1
"loc_10000150C:   | * | mov rcx, [rbp+var_60] ",xcode,1
"mov al, [rbp+var_21]  | * | mov [rbp+var_8], rcx ",xcode,1
"mov rcx, [rbp+var_60]  | * | mov [rbp+var_9], al ",xcode,1
"mov [rbp+var_8], rcx  | * | mov rdx, [rbp+var_8] ",xcode,1
"mov [rbp+var_9], al  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_8]  | * | mov rsi, [rsi+38h] ",xcode,1
"mov rsi, [rdx]  | * | movsx edi, [rbp+var_9] ",xcode,1
"mov rsi, [rsi+38h]  | * | mov [rbp+var_64], edi ",xcode,1
"movsx edi, [rbp+var_9]  | * | mov rdi, rdx ",xcode,1
"mov [rbp+var_64], edi  | * | mov r8d, [rbp+var_64] ",xcode,1
"mov rdi, rdx  | * | mov [rbp+var_70], rsi ",xcode,1
"mov r8d, [rbp+var_64]  | * | mov esi, r8d ",xcode,1
"mov [rbp+var_70], rsi  | * | mov rdx, [rbp+var_70] ",xcode,1
"mov rdx, [rbp+var_70]  | * | mov [rbp+var_71], al ",xcode,1
call rdx  | * | jmp loc_100001575 ,xcode,1
"mov [rbp+var_71], al  | * | mov ecx, edx ",xcode,1
"jmp loc_100001575  | * | mov [rbp+var_38], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_3C], ecx ",xcode,1
"mov [rbp+var_38], rax  | * | lea rdi, [rbp+var_30]  ",xcode,1
"mov [rbp+var_3C], ecx  | * | call __ZNSt3__16localeD1Ev  ",xcode,1
"lea rdi, [rbp+var_30]   | * | jmp $+5 ",xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_10000155F:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_38] ",xcode,1
loc_10000155F:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp+var_38]  | * | mov ecx, edx ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_78], ecx ",xcode,1
"mov [rbp+var_78], ecx  | * | loc_100001575:  ",xcode,1
"call ___clang_call_terminate  | * | lea rdi, [rbp+var_30]  ",xcode,1
loc_100001575:   | * | call __ZNSt3__16localeD1Ev  ,xcode,1
"lea rdi, [rbp+var_30]   | * | mov rdi, [rbp+var_50] ",xcode,1
"call __ZNSt3__16localeD1Ev   | * | mov al, [rbp+var_71] ",xcode,1
"mov rdi, [rbp+var_50]  | * | movsx esi, al ",xcode,1
"mov al, [rbp+var_71]  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE3putEc  ",xcode,1
"movsx esi, al  | * | mov rdi, [rbp+var_48] ",xcode,1
"call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE3putEc   | * | mov [rbp+var_80], rax ",xcode,1
"mov rdi, [rbp+var_48]  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE5flushEv  ",xcode,1
"mov [rbp+var_80], rax  | * | mov rdi, [rbp+var_48] ",xcode,1
"call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE5flushEv   | * | mov [rbp+var_88], rax ",xcode,1
"mov rdi, [rbp+var_48]  | * | mov rax, rdi ",xcode,1
"mov [rbp+var_88], rax  | * | add rsp, 90h ",xcode,1
"mov rax, rdi  | * | pop rbp ",xcode,1
"add rsp, 90h  | * | retn ",xcode,1
pop rbp  | * | __ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_ endp ,xcode,1
retn  | * | align 20h ,xcode,1
__ZNSt3__14endlIcNS_11char_traitsIcEEEERNS_13basic_ostreamIT_T0_EES7_ endp  | * | ___clang_call_terminate proc near  ,xcode,1
___clang_call_terminate proc near   | * | push rbp ,xcode,1
"push rbp  | * | sub rsp, 10h ",xcode,1
"mov rbp, rsp  | * | call ___cxa_begin_catch ",xcode,1
"sub rsp, 10h  | * | mov [rbp+var_8], rax ",xcode,1
call ___cxa_begin_catch  | * | call __ZSt9terminatev  ,xcode,1
"mov [rbp+var_8], rax  | * | ___clang_call_terminate endp ",xcode,1
call __ZSt9terminatev   | * | align 20h ,xcode,1
___clang_call_terminate endp  | * | __ZNSt3__116__pad_and_outputIcNS_11char_traitsIcEEEENS_19ostreambuf_iteratorIT_T0_EES6_PKS4_S8_S8_RNS_8ios_baseES4_ proc near ,xcode,1
var_2C8 = dword ptr -2C8h  | * | var_2C0 = qword ptr -2C0h ,data,1
var_2C4 = dword ptr -2C4h  | * | var_2B8 = qword ptr -2B8h ,data,1
var_2C0 = qword ptr -2C0h  | * | var_2B0 = qword ptr -2B0h ,data,1
var_2B8 = qword ptr -2B8h  | * | var_2A8 = qword ptr -2A8h ,data,1
var_2B0 = qword ptr -2B0h  | * | var_2A0 = qword ptr -2A0h ,data,1
var_2A8 = qword ptr -2A8h  | * | var_298 = qword ptr -298h ,data,1
var_2A0 = qword ptr -2A0h  | * | var_290 = qword ptr -290h ,data,1
var_298 = qword ptr -298h  | * | var_288 = qword ptr -288h ,data,1
var_290 = qword ptr -290h  | * | var_27C = dword ptr -27Ch ,data,1
var_288 = qword ptr -288h  | * | var_278 = qword ptr -278h ,data,1
var_27C = dword ptr -27Ch  | * | var_26C = dword ptr -26Ch ,data,1
var_278 = qword ptr -278h  | * | var_268 = qword ptr -268h ,data,1
var_26C = dword ptr -26Ch  | * | var_260 = byte ptr -260h ,data,1
var_268 = qword ptr -268h  | * | var_248 = qword ptr -248h ,data,1
var_260 = byte ptr -260h  | * | var_240 = qword ptr -240h ,data,1
var_248 = qword ptr -248h  | * | var_238 = qword ptr -238h ,data,1
var_240 = qword ptr -240h  | * | var_230 = qword ptr -230h ,data,1
var_238 = qword ptr -238h  | * | var_228 = qword ptr -228h ,data,1
var_230 = qword ptr -230h  | * | var_219 = byte ptr -219h ,data,1
var_228 = qword ptr -228h  | * | var_218 = qword ptr -218h ,data,1
var_219 = byte ptr -219h  | * | var_210 = qword ptr -210h ,data,1
var_218 = qword ptr -218h  | * | var_208 = qword ptr -208h ,data,1
var_210 = qword ptr -210h  | * | var_200 = qword ptr -200h ,data,1
var_208 = qword ptr -208h  | * | var_1F8 = qword ptr -1F8h ,data,1
var_200 = qword ptr -200h  | * | var_1F0 = qword ptr -1F0h ,data,1
var_1F8 = qword ptr -1F8h  | * | var_1E8 = qword ptr -1E8h ,data,1
var_1F0 = qword ptr -1F0h  | * | var_1E0 = qword ptr -1E0h ,data,1
var_1E8 = qword ptr -1E8h  | * | var_1D8 = qword ptr -1D8h ,data,1
var_1E0 = qword ptr -1E0h  | * | var_1D0 = qword ptr -1D0h ,data,1
var_1D8 = qword ptr -1D8h  | * | var_1C8 = qword ptr -1C8h ,data,1
var_1D0 = qword ptr -1D0h  | * | var_1C0 = qword ptr -1C0h ,data,1
var_1C8 = qword ptr -1C8h  | * | var_1B8 = qword ptr -1B8h ,data,1
var_1C0 = qword ptr -1C0h  | * | var_1B0 = qword ptr -1B0h ,data,1
var_1B8 = qword ptr -1B8h  | * | var_1A8 = qword ptr -1A8h ,data,1
var_1B0 = qword ptr -1B0h  | * | var_1A0 = qword ptr -1A0h ,data,1
var_1A8 = qword ptr -1A8h  | * | var_198 = qword ptr -198h ,data,1
var_1A0 = qword ptr -1A0h  | * | var_190 = qword ptr -190h ,data,1
var_198 = qword ptr -198h  | * | var_188 = qword ptr -188h ,data,1
var_190 = qword ptr -190h  | * | var_180 = qword ptr -180h ,data,1
var_180 = qword ptr -180h  | * | var_170 = qword ptr -170h ,data,1
var_170 = qword ptr -170h  | * | var_160 = qword ptr -160h ,data,1
var_148 = qword ptr -148h  | * | var_138 = qword ptr -138h ,data,1
var_138 = qword ptr -138h  | * | var_128 = qword ptr -128h ,data,1
var_130 = qword ptr -130h  | * | var_120 = qword ptr -120h ,data,1
var_120 = qword ptr -120h  | * | var_110 = qword ptr -110h ,data,1
var_110 = qword ptr -110h  | * | var_100 = qword ptr -100h ,data,1
var_100 = qword ptr -100h  | * | var_F0 = qword ptr -0F0h ,data,1
var_F8 = qword ptr -0F8h  | * | var_E8 = qword ptr -0E8h ,data,1
var_F0 = qword ptr -0F0h  | * | var_E0 = qword ptr -0E0h ,data,1
var_E8 = qword ptr -0E8h  | * | var_D8 = qword ptr -0D8h ,data,1
var_C0 = qword ptr -0C0h  | * | var_B0 = qword ptr -0B0h ,data,1
var_B8 = qword ptr -0B8h  | * | var_A8 = qword ptr -0A8h ,data,1
var_B0 = qword ptr -0B0h  | * | var_A0 = qword ptr -0A0h ,data,1
var_A8 = qword ptr -0A8h  | * | var_98 = qword ptr -98h ,data,1
var_90 = qword ptr -90h  | * | var_80 = qword ptr -80h ,data,1
var_68 = qword ptr -68h  | * | var_51 = byte ptr -51h ,data,1
var_51 = byte ptr -51h  | * | var_48 = qword ptr -48h ,data,1
var_50 = qword ptr -50h  | * | var_39 = byte ptr -39h ,data,1
var_39 = byte ptr -39h  | * | var_30 = qword ptr -30h ,data,1
var_30 = qword ptr -30h  | * | var_20 = qword ptr -20h ,data,1
"push rbp  | * | sub rsp, 2D0h ",xcode,1
"mov rbp, rsp  | * | mov al, r9b ",xcode,1
"sub rsp, 2D0h  | * | lea r10, [rbp+var_228] ",xcode,1
"mov al, r9b  | * | lea r11, [rbp+var_1E8] ",xcode,1
"lea r10, [rbp+var_228]  | * | mov [rbp+var_1F8], rdi ",xcode,1
"lea r11, [rbp+var_1E8]  | * | mov [rbp+var_200], rsi ",xcode,1
"mov [rbp+var_1F8], rdi  | * | mov [rbp+var_208], rdx ",xcode,1
"mov [rbp+var_200], rsi  | * | mov [rbp+var_210], rcx ",xcode,1
"mov [rbp+var_208], rdx  | * | mov [rbp+var_218], r8 ",xcode,1
"mov [rbp+var_210], rcx  | * | mov [rbp+var_219], al ",xcode,1
"mov [rbp+var_218], r8  | * | mov rcx, [rbp+var_1F8] ",xcode,1
"mov [rbp+var_219], al  | * | mov [rbp+var_1D8], r11 ",xcode,1
"mov rcx, [rbp+var_1F8]  | * | mov [rbp+var_1E0], 0FFFFFFFFFFFFFFFFh ",xcode,1
"mov [rbp+var_1D8], r11  | * | mov rdx, [rbp+var_1D8] ",xcode,1
"mov [rbp+var_1E0], 0FFFFFFFFFFFFFFFFh  | * | mov rsi, [rbp+var_1E0] ",xcode,1
"mov rdx, [rbp+var_1D8]  | * | mov [rbp+var_1C8], rdx ",xcode,1
"mov rsi, [rbp+var_1E0]  | * | mov [rbp+var_1D0], rsi ",xcode,1
"mov [rbp+var_1C8], rdx  | * | mov rdx, [rbp+var_1C8] ",xcode,1
"mov [rbp+var_1D0], rsi  | * | mov qword ptr [rdx], 0 ",xcode,1
"mov rdx, [rbp+var_1C8]  | * | mov rdx, [rbp+var_1E8] ",xcode,1
